filter,dist,n,target_fpr,neg_share,workload,threads,load_factor,fp_bits,ops,warmup_ops,rep,run,achieved_fpr,bpe,ops_per_s,p50,p95,p99,p50_ns,p95_ns,p99_ns,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
cuckoo,sequential,1000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.00091,33.5544,10886270.0,41ns,62ns,272ns,41.0,62.0,272.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,0,0,5.5e-05,33.5544,10965360.0,40ns,58ns,278ns,40.0,58.0,278.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,1,1,5.5e-05,33.5544,10516050.0,41ns,72ns,298ns,41.0,72.0,298.0,0.0,0.0,0.0,,,
cuckoo,sequential,1000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,2,2,5.5e-05,33.5544,11591680.0,40ns,57ns,276ns,40.0,57.0,276.0,0.0,0.0,0.0,,,
quotient,sequential,1000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.000237,52.4288,10959980.0,40ns,171ns,296ns,40.0,171.0,296.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.000237,52.4288,10926330.0,40ns,185ns,302ns,40.0,185.0,302.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.000237,52.4288,10491060.0,40ns,158ns,309ns,40.0,158.0,309.0,,,,0.0,0.0,0.0
bloom,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.1026034,6.71089,15580520.0,32ns,48ns,144ns,32.0,48.0,144.0,,,,,,
bloom,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.1026034,6.71089,15563800.0,32ns,49ns,148ns,32.0,49.0,148.0,,,,,,
bloom,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.1026034,6.71089,15689480.0,32ns,48ns,149ns,32.0,48.0,149.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0036964,26.8435,13725250.0,133ns,176ns,312ns,133.0,176.0,312.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0036964,26.8435,13886920.0,133ns,156ns,304ns,133.0,156.0,304.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0036964,26.8435,13816220.0,133ns,175ns,294ns,133.0,175.0,294.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002234,26.8435,13818510.0,133ns,180ns,315ns,133.0,180.0,315.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002234,26.8435,13698080.0,134ns,173ns,308ns,134.0,173.0,308.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002234,26.8435,13868320.0,133ns,159ns,294ns,133.0,159.0,294.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.3e-05,26.8435,13669380.0,133ns,191ns,317ns,133.0,191.0,317.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.3e-05,26.8435,13802300.0,135ns,162ns,311ns,135.0,162.0,311.0,,,,,,
xor,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.3e-05,26.8435,12351330.0,136ns,277ns,476ns,136.0,277.0,476.0,,,,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0185788,26.8435,7851830.0,61ns,285ns,324ns,61.0,285.0,324.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0185788,26.8435,7588341.0,121ns,288ns,333ns,121.0,288.0,333.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0185788,26.8435,7687177.0,61ns,286ns,333ns,61.0,286.0,333.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.001155,26.8435,7709470.0,63ns,286ns,332ns,63.0,286.0,332.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.001155,26.8435,7853240.0,69ns,286ns,324ns,69.0,286.0,324.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.001155,26.8435,8489953.0,136ns,194ns,324ns,136.0,194.0,324.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.7e-05,26.8435,8488423.0,135ns,197ns,321ns,135.0,197.0,321.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.7e-05,26.8435,8541439.0,133ns,193ns,302ns,133.0,193.0,302.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.7e-05,26.8435,8509608.0,137ns,208ns,326ns,137.0,208.0,326.0,0.0,0.0,0.0,,,
quotient,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0095958,41.943,8878051.0,131ns,213ns,335ns,131.0,213.0,335.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0095958,41.943,8929857.0,129ns,213ns,323ns,129.0,213.0,323.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0095958,41.943,8891547.0,127ns,208ns,317ns,127.0,208.0,317.0,,,,0.0,0.0,0.0
bloom,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0458472,13.4218,12551540.0,38ns,143ns,229ns,38.0,143.0,229.0,,,,,,
bloom,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0458472,13.4218,12690720.0,38ns,142ns,245ns,38.0,142.0,245.0,,,,,,
bloom,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0458472,13.4218,10920820.0,42ns,163ns,269ns,42.0,163.0,269.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0036964,26.8435,12957590.0,137ns,246ns,319ns,137.0,246.0,319.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0036964,26.8435,13776700.0,133ns,158ns,317ns,133.0,158.0,317.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0036964,26.8435,13852010.0,133ns,170ns,285ns,133.0,170.0,285.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002234,26.8435,13849990.0,133ns,161ns,298ns,133.0,161.0,298.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002234,26.8435,13823840.0,135ns,166ns,321ns,135.0,166.0,321.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002234,26.8435,13821310.0,133ns,175ns,321ns,133.0,175.0,321.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.3e-05,26.8435,13820490.0,133ns,165ns,319ns,133.0,165.0,319.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.3e-05,26.8435,13782200.0,133ns,157ns,318ns,133.0,157.0,318.0,,,,,,
xor,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.3e-05,26.8435,13753120.0,133ns,168ns,317ns,133.0,168.0,317.0,,,,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0185788,26.8435,7645647.0,67ns,289ns,334ns,67.0,289.0,334.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0185788,26.8435,8096837.0,78ns,275ns,317ns,78.0,275.0,317.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0185788,26.8435,7921085.0,61ns,278ns,316ns,61.0,278.0,316.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.001155,26.8435,7954846.0,85ns,277ns,323ns,85.0,277.0,323.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.001155,26.8435,7891609.0,61ns,282ns,326ns,61.0,282.0,326.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.001155,26.8435,7688295.0,65ns,288ns,337ns,65.0,288.0,337.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.7e-05,26.8435,7834175.0,74ns,286ns,334ns,74.0,286.0,334.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.7e-05,26.8435,7880773.0,83ns,281ns,320ns,83.0,281.0,320.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.7e-05,26.8435,7769017.0,82ns,283ns,329ns,82.0,283.0,329.0,0.0,0.0,0.0,,,
quotient,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0023398,41.943,9012415.0,127ns,206ns,323ns,127.0,206.0,323.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0023398,41.943,8946263.0,132ns,208ns,313ns,132.0,208.0,313.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0023398,41.943,8973570.0,128ns,205ns,326ns,128.0,205.0,326.0,,,,0.0,0.0,0.0
bloom,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.022631,26.8435,9973911.0,51ns,162ns,294ns,51.0,162.0,294.0,,,,,,
bloom,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.022631,26.8435,9886837.0,52ns,159ns,280ns,52.0,159.0,280.0,,,,,,
bloom,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.022631,26.8435,9979061.0,50ns,159ns,272ns,50.0,159.0,272.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0036964,26.8435,13816390.0,134ns,163ns,300ns,134.0,163.0,300.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0036964,26.8435,13778260.0,134ns,174ns,317ns,134.0,174.0,317.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0036964,26.8435,13779230.0,134ns,170ns,305ns,134.0,170.0,305.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002234,26.8435,13709650.0,134ns,185ns,316ns,134.0,185.0,316.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002234,26.8435,13778630.0,133ns,181ns,317ns,133.0,181.0,317.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002234,26.8435,13818200.0,137ns,168ns,313ns,137.0,168.0,313.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.3e-05,26.8435,12924650.0,136ns,247ns,315ns,136.0,247.0,315.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.3e-05,26.8435,13715720.0,133ns,206ns,311ns,133.0,206.0,311.0,,,,,,
xor,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.3e-05,26.8435,13815320.0,133ns,165ns,320ns,133.0,165.0,320.0,,,,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0185788,26.8435,8330657.0,119ns,249ns,304ns,119.0,249.0,304.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0185788,26.8435,7712871.0,60ns,284ns,332ns,60.0,284.0,332.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0185788,26.8435,7802868.0,60ns,283ns,323ns,60.0,283.0,323.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.001155,26.8435,7757551.0,63ns,286ns,324ns,63.0,286.0,324.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.001155,26.8435,7818971.0,72ns,286ns,325ns,72.0,286.0,325.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.001155,26.8435,8030415.0,113ns,275ns,319ns,113.0,275.0,319.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.7e-05,26.8435,7743813.0,85ns,290ns,327ns,85.0,290.0,327.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.7e-05,26.8435,8150706.0,87ns,261ns,317ns,87.0,261.0,317.0,0.0,0.0,0.0,,,
cuckoo,sequential,5000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.7e-05,26.8435,8022159.0,77ns,278ns,314ns,77.0,278.0,314.0,0.0,0.0,0.0,,,
quotient,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002992,41.943,8897950.0,126ns,211ns,324ns,126.0,211.0,324.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002992,41.943,8857681.0,129ns,220ns,318ns,129.0,220.0,318.0,,,,0.0,0.0,0.0
quotient,sequential,5000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002992,41.943,8955366.0,129ns,208ns,321ns,129.0,208.0,321.0,,,,0.0,0.0,0.0
bloom,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.1027475,6.71089,13554740.0,39ns,145ns,245ns,39.0,145.0,245.0,,,,,,
bloom,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.1027475,6.71089,13759940.0,37ns,141ns,240ns,37.0,141.0,240.0,,,,,,
bloom,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.1027475,6.71089,12318830.0,39ns,155ns,294ns,39.0,155.0,294.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0037454,26.8435,12519730.0,142ns,212ns,323ns,142.0,212.0,323.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0037454,26.8435,12502540.0,142ns,218ns,328ns,142.0,218.0,328.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0037454,26.8435,12570320.0,142ns,215ns,331ns,142.0,215.0,331.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002442,26.8435,12597300.0,142ns,210ns,326ns,142.0,210.0,326.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002442,26.8435,12617900.0,142ns,214ns,325ns,142.0,214.0,325.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002442,26.8435,12532100.0,142ns,208ns,322ns,142.0,208.0,322.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.6e-05,26.8435,12572200.0,142ns,215ns,318ns,142.0,215.0,318.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.6e-05,26.8435,12584040.0,142ns,217ns,329ns,142.0,217.0,329.0,,,,,,
xor,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.6e-05,26.8435,12619890.0,142ns,201ns,319ns,142.0,201.0,319.0,,,,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0186349,26.8435,7897846.0,151ns,229ns,301ns,151.0,229.0,301.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0186349,26.8435,7900264.0,150ns,215ns,316ns,150.0,215.0,316.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0186349,26.8435,7905215.0,150ns,213ns,308ns,150.0,213.0,308.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0011761,26.8435,7940047.0,151ns,225ns,312ns,151.0,225.0,312.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0011761,26.8435,7921041.0,150ns,197ns,308ns,150.0,197.0,308.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0011761,26.8435,7921247.0,150ns,212ns,304ns,150.0,212.0,304.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.38e-05,26.8435,7853582.0,151ns,208ns,314ns,151.0,208.0,314.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.38e-05,26.8435,7896813.0,151ns,199ns,310ns,151.0,199.0,310.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.05,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.38e-05,26.8435,7919982.0,151ns,208ns,302ns,151.0,208.0,302.0,0.0,0.0,0.0,,,
quotient,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0095199,41.943,8422967.0,147ns,233ns,331ns,147.0,233.0,331.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0095199,41.943,8188394.0,152ns,241ns,340ns,152.0,241.0,340.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.05,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0095199,41.943,8228978.0,151ns,249ns,348ns,151.0,249.0,348.0,,,,0.0,0.0,0.0
bloom,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0459323,13.4218,10406660.0,49ns,160ns,272ns,49.0,160.0,272.0,,,,,,
bloom,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0459323,13.4218,10336730.0,50ns,161ns,298ns,50.0,161.0,298.0,,,,,,
bloom,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0459323,13.4218,10389210.0,48ns,162ns,300ns,48.0,162.0,300.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0037454,26.8435,12604570.0,142ns,209ns,325ns,142.0,209.0,325.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0037454,26.8435,12511360.0,142ns,219ns,324ns,142.0,219.0,324.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0037454,26.8435,12504710.0,142ns,223ns,330ns,142.0,223.0,330.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002442,26.8435,12562490.0,142ns,214ns,322ns,142.0,214.0,322.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002442,26.8435,12597280.0,142ns,217ns,329ns,142.0,217.0,329.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002442,26.8435,12533840.0,142ns,223ns,311ns,142.0,223.0,311.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.6e-05,26.8435,12489180.0,142ns,217ns,313ns,142.0,217.0,313.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.6e-05,26.8435,12582580.0,142ns,212ns,329ns,142.0,212.0,329.0,,,,,,
xor,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.6e-05,26.8435,12573810.0,141ns,219ns,324ns,141.0,219.0,324.0,,,,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0186349,26.8435,7643710.0,151ns,266ns,341ns,151.0,266.0,341.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0186349,26.8435,7905817.0,150ns,224ns,308ns,150.0,224.0,308.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0186349,26.8435,7901359.0,151ns,220ns,316ns,151.0,220.0,316.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0011761,26.8435,7960289.0,150ns,209ns,334ns,150.0,209.0,334.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0011761,26.8435,7925729.0,151ns,214ns,327ns,151.0,214.0,327.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0011761,26.8435,7947820.0,150ns,223ns,319ns,150.0,223.0,319.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,0,0,7.38e-05,26.8435,7903081.0,151ns,221ns,313ns,151.0,221.0,313.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,1,1,7.38e-05,26.8435,7973005.0,150ns,208ns,298ns,150.0,208.0,298.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.01,0.5,read_only,1,0.95,16,1500000,150000,2,2,7.38e-05,26.8435,7916164.0,151ns,218ns,319ns,151.0,218.0,319.0,0.0,0.0,0.0,,,
quotient,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0023206,41.943,8420877.0,147ns,249ns,351ns,147.0,249.0,351.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0023206,41.943,8183561.0,151ns,254ns,344ns,151.0,254.0,344.0,,,,0.0,0.0,0.0
quotient,sequential,10000000,0.01,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0023206,41.943,8172252.0,151ns,246ns,349ns,151.0,246.0,349.0,,,,0.0,0.0,0.0
bloom,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0226663,26.8435,8865174.0,143ns,177ns,299ns,143.0,177.0,299.0,,,,,,
bloom,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0226663,26.8435,8810863.0,145ns,177ns,320ns,145.0,177.0,320.0,,,,,,
bloom,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0226663,26.8435,8830112.0,144ns,175ns,304ns,144.0,175.0,304.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0037454,26.8435,12472960.0,142ns,221ns,320ns,142.0,221.0,320.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0037454,26.8435,12573430.0,142ns,218ns,330ns,142.0,218.0,330.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0037454,26.8435,12564610.0,142ns,208ns,322ns,142.0,208.0,322.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0002442,26.8435,12453940.0,142ns,240ns,329ns,142.0,240.0,329.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0002442,26.8435,12567020.0,142ns,224ns,324ns,142.0,224.0,324.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0002442,26.8435,12572560.0,143ns,216ns,311ns,143.0,216.0,311.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,0,0,1.6e-05,26.8435,12550210.0,142ns,216ns,327ns,142.0,216.0,327.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,1,1,1.6e-05,26.8435,12535900.0,142ns,211ns,322ns,142.0,211.0,322.0,,,,,,
xor,sequential,10000000,0.001,0.5,read_only,1,0.95,16,1500000,150000,2,2,1.6e-05,26.8435,7613155.0,269ns,358ns,476ns,269.0,358.0,476.0,,,,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,0,0,0.0186349,26.8435,7958238.0,150ns,207ns,307ns,150.0,207.0,307.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,1,1,0.0186349,26.8435,7907801.0,150ns,209ns,304ns,150.0,209.0,304.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,8,1500000,150000,2,2,0.0186349,26.8435,7928025.0,151ns,209ns,308ns,151.0,209.0,308.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,0,0,0.0011761,26.8435,7925855.0,152ns,227ns,316ns,152.0,227.0,316.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,1,1,0.0011761,26.8435,7891630.0,150ns,216ns,321ns,150.0,216.0,321.0,0.0,0.0,0.0,,,
cuckoo,sequential,10000000,0.001,0.5,read_only,1,0.95,12,1500000,150000,2,2,0.0011761,26.8435,7898357.0,150ns,217ns,315ns,150.0,217.0,315.0,0.0,0.0,0.0,,,
